frame_idx,track_id,similarity_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2
92,1,0.7392,129,422,248,754
92,2,0.7417,236,432,340,758
92,6,0.5879,988,377,1119,809
92,7,0.8737,345,415,465,754
92,9,0.6322,774,398,916,830
92,10,0.628,626,363,784,840
92,15,0.437,1089,44,1489,1073
92,16,0.7409,1723,311,1892,879
92,17,0.7552,1570,359,1745,833
93,1,0.7363,127,422,248,754
93,2,0.729,236,431,340,756
93,6,0.5766,989,375,1124,806
93,7,0.8837,344,416,467,753
93,9,0.6354,777,398,916,830
93,10,0.6178,631,361,789,840
93,15,0.4357,1090,55,1477,1076
93,16,0.7562,1712,309,1913,880
93,17,0.743,1568,357,1738,824
94,1,0.7291,126,423,247,755
94,2,0.7314,236,430,339,753
94,6,0.5677,990,376,1111,800
94,7,0.8784,343,416,467,752
94,9,0.6311,779,396,917,830
94,10,0.6161,635,358,791,841
94,15,0.4343,1067,64,1453,1078
94,16,0.7517,1697,310,1915,879
94,17,0.7452,1567,357,1734,822
95,1,0.7363,125,422,247,754
95,2,0.7398,236,432,341,753
95,6,0.5626,993,376,1098,797
95,7,0.8697,344,415,469,752
95,9,0.6332,786,395,929,828
95,10,0.6263,638,357,794,841
95,15,0.4472,1026,67,1431,1076
95,16,0.7657,1662,317,1899,877
95,17,0.734,1566,358,1722,822
96,1,0.7059,125,423,240,754
96,2,0.7465,236,431,341,753
96,7,0.8567,343,416,470,750
96,9,0.6365,794,395,929,827
96,10,0.6219,645,352,797,843
96,15,0.4519,984,85,1423,1075
96,16,0.7606,1638,326,1898,877
96,17,0.7218,1565,357,1716,822
97,1,0.6998,125,424,240,752
97,2,0.7492,237,431,343,752
97,7,0.8425,343,416,468,749
97,9,0.6386,797,396,936,826
97,10,0.6271,649,350,801,844
97,15,0.4501,939,97,1417,1076
97,16,0.7538,1616,328,1872,878
97,17,0.6659,1564,358,1707,839
98,1,0.7189,124,426,236,751
98,2,0.7488,237,429,346,751
98,7,0.8548,344,419,470,750
98,9,0.6211,799,391,943,826
98,10,0.6259,653,348,805,846
98,15,0.451,962,105,1408,1078
98,16,0.7519,1604,335,1862,878
98,17,0.7072,1564,354,1728,843
99,1,0.7122,124,424,236,746
99,2,0.7422,238,431,346,748
99,7,0.8616,345,421,473,749
99,9,0.6227,802,390,939,827
99,10,0.6564,657,351,813,846
99,15,0.4395,968,116,1393,1076
99,16,0.7572,1594,336,1859,879
99,17,0.7093,1564,356,1725,843
100,1,0.7178,122,423,233,746
100,2,0.743,238,431,346,749
100,7,0.874,346,422,474,750
100,9,0.6137,809,392,942,829
100,10,0.6333,660,350,818,848
100,15,0.4481,966,116,1378,1076
100,16,0.7478,1588,339,1857,877
100,17,0.711,1564,352,1735,848
101,1,0.716,119,422,233,746
101,2,0.7372,238,431,346,748
101,7,0.8879,346,425,476,751
101,9,0.6101,811,392,948,830
101,10,0.6395,663,347,826,851
101,15,0.4571,957,114,1349,1075
101,16,0.7309,1577,342,1855,873
101,17,0.7069,1563,348,1738,851
102,1,0.7158,117,422,232,746
102,2,0.7312,237,431,345,746
102,7,0.8897,346,425,476,750
102,9,0.6092,810,390,949,830
102,10,0.6611,663,353,829,851
102,15,0.4797,924,115,1330,1077
102,16,0.7247,1573,343,1853,869
102,17,0.7204,1563,350,1741,851
102,18,0.5039,1289,356,1436,809
103,1,0.7175,115,422,233,745
103,2,0.6997,237,432,346,746
103,7,0.8844,348,426,476,750
103,9,0.6052,810,388,944,833
103,10,0.654,665,353,834,849
103,15,0.499,895,113,1308,1078
103,16,0.7266,1569,340,1847,869
103,17,0.7411,1563,345,1734,852
103,18,0.5037,1267,355,1426,794
104,1,0.7368,115,421,233,745
104,2,0.7463,236,430,346,747
104,7,0.8742,349,429,476,749
104,9,0.624,807,386,945,835
104,10,0.6634,668,353,839,845
104,15,0.4969,870,112,1277,1079
104,16,0.7205,1565,344,1835,866
104,18,0.4816,1254,354,1418,805
105,1,0.7133,118,422,232,745
105,2,0.7307,234,430,344,746
105,7,0.8763,349,427,476,749
105,10,0.6682,671,351,838,846
105,15,0.4891,819,115,1242,1077
105,16,0.7074,1565,341,1821,861
105,18,0.4852,1246,353,1408,806
106,1,0.7089,121,423,230,744
106,2,0.7339,232,432,342,747
106,7,0.878,350,428,475,749
106,10,0.6594,676,352,825,857
106,15,0.493,797,129,1223,1076
106,16,0.6985,1571,341,1808,859
106,18,0.4479,1239,351,1400,809
107,1,0.6895,123,424,230,744
107,2,0.7315,232,434,344,747
107,7,0.871,351,430,474,747
107,10,0.6404,678,352,814,862
107,15,0.4936,763,126,1207,1075
107,16,0.6911,1574,341,1791,852
107,18,0.4531,1232,343,1393,810
108,1,0.7156,125,424,230,744
108,2,0.7318,231,434,343,746
108,7,0.8869,352,428,474,744
108,10,0.6592,683,347,819,865
108,15,0.4896,745,129,1195,1075
108,16,0.6797,1571,364,1773,848
108,18,0.4594,1225,345,1392,813
109,1,0.7099,125,426,231,744
109,2,0.7271,231,436,341,747
109,7,0.8545,352,427,473,741
109,10,0.6263,691,346,824,865
109,15,0.4825,730,134,1178,1074
109,16,0.6987,1566,342,1752,846
109,18,0.477,1217,346,1387,807
110,1,0.7296,126,425,231,745
110,2,0.7415,232,436,336,748
110,7,0.8467,353,427,469,740
110,10,0.5638,701,345,829,866
110,15,0.4952,704,137,1164,1076
110,16,0.7146,1562,359,1745,842
110,18,0.4958,1214,348,1381,805
110,17,0.712,1564,364,1739,846
111,1,0.7302,127,422,231,747
111,2,0.7578,233,435,335,746
111,7,0.8291,352,423,467,739
111,10,0.559,696,340,836,869
111,15,0.4823,692,146,1152,1076
111,16,0.72,1555,352,1744,843
111,18,0.4939,1212,352,1378,805
112,1,0.7344,128,425,233,744
112,2,0.7553,231,435,332,744
112,7,0.8302,352,423,464,738
112,10,0.5188,696,328,840,870
112,15,0.4644,692,151,1147,1077
112,16,0.7133,1551,349,1743,845
112,18,0.4854,1210,354,1374,798
112,20,0.7112,1833,394,1918,804
113,1,0.7545,129,426,234,743
113,2,0.7483,231,434,327,742
113,7,0.8421,352,422,463,738
113,10,0.4818,688,324,823,870
113,15,0.4657,684,155,1122,1073
113,16,0.7202,1549,351,1743,844
113,18,0.5028,1207,354,1369,798
113,20,0.7053,1826,398,1919,804
114,1,0.7451,130,428,234,743
114,2,0.7307,232,434,324,741
114,7,0.847,352,422,462,738
114,10,0.4705,684,335,831,870
114,15,0.4655,671,162,1113,1072
114,16,0.7104,1544,356,1742,844
114,18,0.4979,1203,355,1366,802
114,20,0.7234,1818,398,1919,800
115,1,0.7106,133,430,235,741
115,2,0.7317,233,433,322,741
115,7,0.8519,351,422,459,738
115,15,0.4587,650,175,1101,1070
115,16,0.6923,1537,358,1741,843
115,18,0.4993,1201,356,1363,802
115,20,0.7371,1817,397,1919,805
116,1,0.7134,133,430,236,738
116,2,0.7217,233,433,322,739
116,7,0.851,350,421,460,736
116,15,0.465,647,182,1088,1073
116,16,0.679,1532,362,1742,842
116,18,0.5149,1199,358,1360,798
116,20,0.7196,1818,397,1919,808
117,1,0.6965,132,428,237,737
117,2,0.7299,233,433,322,736
117,7,0.8415,349,421,459,736
117,15,0.4594,639,182,1071,1073
117,16,0.6856,1526,362,1742,844
117,18,0.5228,1199,358,1360,794
117,20,0.7063,1788,398,1919,807
118,1,0.7042,132,427,237,737
118,2,0.7156,233,434,321,738
118,7,0.8241,348,422,458,736
118,15,0.4791,643,182,1060,1075
118,16,0.7053,1521,360,1744,844
118,18,0.5099,1198,359,1355,801
118,20,0.7252,1784,399,1919,807
119,1,0.7148,132,427,238,737
119,2,0.7181,233,436,320,738
119,7,0.8331,349,430,457,737
119,15,0.4968,641,184,1041,1075
119,16,0.7108,1514,356,1678,844
119,18,0.4841,1197,360,1349,804
119,20,0.7323,1776,397,1919,804
120,1,0.7125,133,428,238,738
120,2,0.7368,234,437,320,738
120,7,0.839,349,433,454,736
120,15,0.5068,640,185,1029,1065
120,16,0.6997,1510,356,1662,842
120,18,0.5125,1195,361,1349,797
120,20,0.7023,1782,396,1919,805
121,1,0.7267,133,429,238,737
121,2,0.7375,234,440,319,738
121,7,0.8409,349,434,453,735
121,15,0.5049,641,187,1020,1059
121,16,0.7308,1505,357,1648,844
121,18,0.5259,1195,367,1345,794
121,20,0.6941,1780,395,1919,805
122,1,0.7207,133,428,238,736
122,2,0.7209,235,447,319,736
122,7,0.8406,347,435,450,736
122,15,0.4978,643,186,1001,1052
122,16,0.7618,1496,358,1635,841
122,18,0.5005,1194,367,1342,795
122,20,0.6928,1773,396,1916,801
123,1,0.7013,134,428,237,735
123,2,0.7108,235,447,321,737
123,7,0.8432,346,436,448,736
123,15,0.498,643,189,996,1059
123,16,0.7684,1490,360,1631,841
123,18,0.4926,1190,365,1341,799
123,20,0.7228,1771,396,1916,799
124,1,0.7265,134,435,237,735
124,2,0.7265,235,445,323,736
124,7,0.8392,349,433,448,735
124,15,0.4935,645,197,990,1062
124,16,0.7803,1481,354,1631,830
124,18,0.4556,1190,365,1338,795
124,20,0.7304,1763,397,1919,794
124,22,0.5618,1047,403,1196,788
124,6,0.5956,980,373,1065,695
125,1,0.7154,134,435,236,733
125,2,0.7319,234,443,325,737
125,7,0.8521,346,435,446,735
125,15,0.489,656,201,980,1061
125,16,0.7563,1477,354,1631,829
125,18,0.4816,1188,367,1338,797
125,20,0.7504,1750,394,1919,798
125,22,0.548,1057,403,1206,787
125,6,0.5615,970,372,1072,710
126,1,0.713,133,436,236,732
126,2,0.7113,234,443,330,736
126,7,0.8181,346,430,447,732
126,15,0.5067,658,204,969,1063
126,16,0.7262,1475,359,1638,829
126,18,0.4864,1184,369,1337,796
126,20,0.7183,1745,394,1918,796
126,22,0.5218,1065,400,1209,787
126,6,0.5624,964,370,1083,849
127,1,0.7148,134,438,235,733
127,2,0.7116,235,444,329,737
127,7,0.8195,345,427,447,730
127,15,0.4939,641,207,962,1063
127,16,0.7327,1469,360,1639,829
127,18,0.4748,1181,367,1336,797
127,20,0.7285,1741,396,1918,795
127,22,0.5205,1076,401,1208,785
127,6,0.5838,959,369,1089,868
127,23,0.6928,1603,397,1752,782
128,1,0.7341,132,442,228,731
128,2,0.6909,233,440,328,734
128,7,0.8254,345,426,447,729
128,15,0.4917,626,214,959,1062
128,16,0.6847,1464,365,1634,824
128,18,0.4637,1179,364,1332,797
128,20,0.752,1741,401,1911,796
128,22,0.5002,1075,397,1208,785
128,6,0.6079,955,366,1100,870
128,23,0.6927,1616,393,1750,774
129,1,0.7179,132,444,227,730
129,2,0.6892,235,439,329,734
129,7,0.8107,344,426,448,729
129,15,0.4909,616,225,948,1062
129,16,0.705,1461,363,1630,825
129,18,0.4894,1175,361,1324,796
129,20,0.7656,1742,412,1890,796
129,22,0.5692,1099,393,1206,790
129,6,0.6292,960,363,1113,876
129,23,0.6925,1616,391,1746,774
130,1,0.7033,131,443,225,731
130,2,0.6775,236,439,327,732
130,7,0.8054,345,425,450,730
130,15,0.4822,611,235,942,1059
130,16,0.7303,1451,363,1624,822
130,18,0.492,1175,363,1313,794
130,20,0.7603,1742,414,1883,796
130,22,0.5618,1108,386,1206,788
130,6,0.6508,966,360,1122,880
130,23,0.6993,1614,390,1752,774
131,1,0.7294,128,444,222,730
131,2,0.6681,234,437,334,731
131,7,0.8172,344,425,450,730
131,15,0.4762,611,238,941,1052
131,16,0.7331,1445,366,1616,823
131,18,0.4939,1174,366,1310,792
131,20,0.7558,1740,414,1878,796
131,22,0.5888,1112,380,1210,790
131,6,0.6758,953,360,1130,875
131,23,0.6682,1611,393,1749,775
132,1,0.7484,129,441,222,729
132,2,0.6882,234,437,335,729
132,7,0.8159,344,425,450,730
132,15,0.4731,611,244,929,1043
132,16,0.7438,1439,366,1613,823
132,18,0.4814,1171,369,1306,792
132,20,0.7671,1734,413,1880,793
132,22,0.5959,1109,384,1205,791
132,6,0.6519,951,359,1139,872
132,23,0.6658,1611,394,1746,777
133,1,0.7341,127,441,222,728
133,2,0.6677,235,437,338,729
133,7,0.8184,344,428,450,728
133,15,0.4768,610,259,917,1040
133,16,0.7406,1438,370,1610,822
133,18,0.4834,1166,369,1300,794
133,20,0.7551,1728,413,1880,792
133,6,0.6315,954,355,1143,873
133,23,0.701,1610,395,1746,776
134,1,0.7147,127,443,222,726
134,2,0.6617,237,439,340,727
134,7,0.8001,345,432,450,726
134,15,0.5122,607,245,905,1039
134,16,0.7224,1441,373,1603,822
134,18,0.4854,1156,370,1299,795
134,20,0.7463,1727,411,1871,789
134,6,0.648,971,358,1153,873
134,23,0.7161,1614,394,1746,774
134,9,0.5935,852,311,979,731
135,1,0.6907,119,442,221,728
135,2,0.6768,238,442,341,727
135,7,0.8088,344,436,449,727
135,15,0.5276,571,243,880,1018
135,16,0.7147,1439,375,1597,822
135,18,0.4966,1152,374,1297,794
135,20,0.7233,1726,405,1867,786
135,6,0.6518,1000,353,1187,878
135,23,0.7279,1615,398,1745,774
135,9,0.5619,846,305,993,746
136,1,0.6986,119,444,221,727
136,2,0.6743,238,443,341,727
136,7,0.8179,342,439,449,728
136,15,0.5611,561,241,871,995
136,16,0.685,1435,378,1591,821
136,18,0.4901,1149,375,1294,796
136,20,0.6888,1720,413,1867,784
136,6,0.6438,1014,325,1208,881
136,23,0.7783,1620,402,1748,773
136,9,0.5752,841,306,1001,751
137,1,0.7013,119,444,221,725
137,2,0.6907,237,444,341,726
137,7,0.811,342,440,446,728
137,15,0.5547,546,240,863,995
137,16,0.6885,1435,378,1589,819
137,18,0.5077,1150,374,1289,792
137,20,0.7212,1717,416,1865,784
137,6,0.6118,1016,321,1218,885
137,23,0.7627,1622,407,1751,772
137,9,0.5852,836,307,1009,900
138,1,0.7097,120,446,221,725
138,2,0.6929,237,447,342,726
138,7,0.8278,341,443,446,728
138,15,0.536,519,241,868,996
138,16,0.6944,1434,378,1586,813
138,18,0.5271,1154,376,1285,791
138,20,0.7136,1717,414,1864,783
138,6,0.5964,1013,351,1223,885
138,23,0.7565,1625,409,1763,771
138,9,0.5767,835,308,1018,905
139,1,0.7001,119,446,221,724
139,2,0.686,237,447,336,725
139,7,0.8339,341,444,445,727
139,15,0.5106,512,246,862,995
139,16,0.6695,1434,376,1580,807
139,18,0.5167,1161,376,1280,787
139,20,0.7381,1716,419,1859,784
139,6,0.6143,1012,350,1226,889
139,23,0.7233,1629,409,1764,769
139,9,0.6015,833,302,1024,918
140,1,0.7026,120,441,220,725
140,2,0.6891,237,450,336,726
140,7,0.8257,341,445,445,726
140,15,0.508,504,247,855,994
140,16,0.6595,1432,378,1577,801
140,18,0.5452,1164,368,1277,781
140,20,0.7185,1715,419,1853,786
140,6,0.6258,1017,351,1230,890
140,23,0.7169,1636,413,1771,770
140,9,0.6224,834,304,1026,924
141,1,0.7048,121,444,219,725
141,2,0.6734,236,454,335,726
141,7,0.8247,341,445,444,726
141,15,0.5299,499,246,851,994
141,16,0.6705,1430,379,1575,802
141,18,0.5896,1171,370,1278,780
141,20,0.7399,1718,423,1850,785
141,6,0.6204,1022,351,1236,891
141,23,0.7358,1643,421,1782,774
141,9,0.641,836,306,1038,935
142,1,0.719,122,444,218,725
142,2,0.6911,235,454,333,726
142,7,0.8326,341,447,443,727
142,15,0.504,492,249,843,999
142,16,0.7058,1429,378,1578,802
142,18,0.5639,1189,379,1280,778
142,20,0.7462,1716,422,1845,781
142,6,0.6131,1026,351,1241,892
142,23,0.7264,1649,421,1779,756
142,9,0.6531,844,302,1044,935
142,24,0.6935,1837,414,1919,828
143,1,0.7117,123,449,219,723
143,2,0.698,235,454,332,725
143,7,0.8438,340,446,443,726
143,15,0.4966,489,252,832,996
143,16,0.6918,1427,377,1581,802
143,18,0.5938,1198,375,1283,776
143,20,0.7467,1705,420,1838,779
143,6,0.6058,1028,348,1271,895
143,23,0.7131,1654,421,1777,756
143,9,0.6566,850,298,1044,935
143,24,0.717,1825,397,1919,831
144,1,0.7111,125,451,220,723
144,2,0.6956,236,455,331,726
144,7,0.8459,340,445,442,723
144,15,0.487,490,258,828,996
144,16,0.6841,1426,375,1570,801
144,18,0.5512,1205,372,1289,775
144,20,0.7531,1704,420,1834,782
144,6,0.5922,1048,343,1264,897
144,23,0.7146,1655,421,1774,758
144,9,0.6596,859,294,1050,937
144,24,0.7251,1816,403,1919,834
145,1,0.7325,126,452,219,725
145,2,0.6993,234,454,329,727
145,7,0.8358,341,444,441,722
145,15,0.4751,488,260,825,993
145,16,0.6738,1423,374,1565,803
145,18,0.5572,1215,394,1296,772
145,20,0.7743,1702,420,1833,778
145,6,0.6425,1066,345,1265,896
145,23,0.7032,1659,426,1776,752
145,9,0.65,866,292,1053,943
145,24,0.6907,1809,400,1919,834
146,1,0.7243,126,452,221,727
146,2,0.7001,233,454,327,725
146,7,0.8212,342,443,441,721
146,15,0.481,485,266,821,991
146,16,0.6671,1422,374,1563,800
146,18,0.5776,1223,424,1302,765
146,20,0.7658,1704,418,1830,781
146,6,0.6473,1077,340,1270,896
146,9,0.6373,873,289,1059,943
146,24,0.6566,1799,402,1919,835
147,1,0.7295,126,452,219,726
147,2,0.6846,234,453,325,723
147,7,0.8288,343,442,440,721
147,15,0.4916,484,274,813,990
147,16,0.6867,1421,375,1560,798
147,18,0.5834,1229,420,1308,766
147,20,0.7586,1701,417,1828,780
147,6,0.6382,1097,338,1285,896
147,9,0.6176,875,278,1086,944
147,24,0.6774,1794,403,1919,830
147,23,0.7259,1680,414,1789,776
148,1,0.7351,127,452,218,725
148,2,0.6562,236,451,325,720
148,7,0.8078,344,438,441,719
148,15,0.4927,487,277,809,987
148,16,0.6982,1420,376,1558,799
148,18,0.5857,1235,396,1319,766
148,20,0.7589,1704,414,1824,783
148,6,0.6508,1117,332,1301,896
148,9,0.6222,885,278,1080,941
148,24,0.7278,1779,400,1919,831
148,23,0.7405,1686,412,1790,779
149,1,0.7341,127,452,219,721
149,2,0.6612,237,451,324,721
149,7,0.8071,343,438,438,718
149,15,0.4969,485,277,803,985
149,16,0.6963,1420,379,1557,800
149,20,0.7418,1707,414,1808,779
149,6,0.6584,1112,334,1316,901
149,9,0.6326,892,277,1086,941
149,24,0.7343,1758,398,1919,826
150,1,0.718,126,452,220,718
150,2,0.6728,238,452,324,719
150,7,0.7969,342,437,436,717
150,15,0.5081,487,277,800,979
150,16,0.6946,1419,380,1558,800
150,20,0.7145,1702,412,1807,768
150,6,0.6545,1113,334,1334,907
150,9,0.6331,895,275,1089,938
150,24,0.7431,1735,406,1919,826
151,1,0.7197,127,452,220,717
151,2,0.6817,240,452,325,715
151,7,0.8103,337,436,435,717
151,15,0.504,489,277,796,973
151,16,0.6972,1418,382,1558,799
151,6,0.6628,1124,336,1335,918
151,9,0.6228,903,274,1100,940
151,24,0.7356,1723,413,1919,826
152,1,0.7143,127,451,220,717
152,2,0.6881,241,453,324,715
152,7,0.8298,332,437,436,717
152,15,0.5321,496,277,791,954
152,16,0.6949,1418,383,1562,798
152,6,0.6671,1146,335,1331,911
152,9,0.6388,911,270,1118,943
152,24,0.738,1712,418,1918,826
153,1,0.7057,128,451,221,718
153,2,0.7024,239,453,326,716
153,7,0.8246,331,439,433,717
153,15,0.542,503,277,785,938
153,16,0.7019,1417,383,1560,797
153,6,0.6608,1141,336,1337,910
153,9,0.6257,914,266,1147,946
153,24,0.7193,1706,420,1916,825
154,1,0.6967,128,451,222,718
154,2,0.7044,240,454,325,715
154,7,0.8177,331,441,431,716
154,15,0.5437,506,278,783,928
154,16,0.6993,1417,382,1559,797
154,6,0.6451,1147,338,1346,912
154,9,0.6228,924,269,1177,945
154,24,0.7146,1705,426,1915,826
155,1,0.6995,128,450,223,717
155,2,0.6836,241,456,326,716
155,7,0.8441,333,441,430,716
155,15,0.5441,509,280,780,928
155,16,0.7052,1418,381,1557,795
155,6,0.6494,1157,338,1349,922
155,9,0.6152,929,269,1193,949
155,24,0.6926,1708,422,1911,825
156,1,0.6949,128,450,224,716
156,2,0.689,244,457,328,717
156,7,0.841,334,442,426,717
156,15,0.5523,511,282,778,927
156,16,0.7085,1419,382,1556,791
156,6,0.6353,1158,339,1353,925
156,9,0.6237,932,272,1201,954
156,24,0.6767,1708,427,1887,816
157,1,0.6943,130,452,223,714
157,2,0.6952,243,459,329,715
157,7,0.8372,333,445,424,718
157,15,0.5479,517,284,774,932
157,16,0.6961,1419,381,1555,789
157,6,0.6504,1161,339,1356,927
157,9,0.6472,940,273,1199,962
157,24,0.6918,1707,422,1885,815
158,1,0.7029,131,455,222,714
158,2,0.6848,242,460,330,714
158,7,0.8172,331,447,420,718
158,15,0.5548,524,288,771,929
158,16,0.694,1419,382,1553,790
158,6,0.6416,1168,335,1360,928
158,9,0.6449,944,271,1201,967
158,24,0.7173,1703,421,1885,814
159,1,0.6997,133,457,222,712
159,2,0.7342,242,461,331,716
159,7,0.824,330,450,418,717
159,15,0.5563,532,289,768,932
159,16,0.6933,1417,382,1552,789
159,6,0.6379,1175,332,1376,926
159,9,0.6306,954,270,1200,974
159,24,0.704,1690,425,1876,809
159,20,0.6016,1687,424,1775,807
160,1,0.6822,133,459,223,713
160,2,0.7254,240,463,330,716
160,7,0.835,327,444,415,715
160,15,0.5305,536,299,767,931
160,16,0.6869,1418,383,1550,787
160,6,0.6345,1201,328,1398,927
160,9,0.6497,977,270,1202,977
160,24,0.6907,1686,420,1876,809
161,1,0.6875,133,459,222,714
161,2,0.7308,240,462,332,716
161,7,0.8247,325,443,414,715
161,15,0.513,537,305,765,933
161,16,0.6887,1417,383,1549,787
161,6,0.644,1224,319,1400,930
161,9,0.6389,985,264,1203,982
161,24,0.6878,1683,421,1874,806
162,1,0.6937,133,459,221,715
162,2,0.7166,238,461,332,713
162,7,0.8302,323,443,412,713
162,15,0.5259,536,350,763,933
162,16,0.6927,1416,382,1549,787
162,6,0.6632,1245,319,1402,931
162,9,0.6246,988,259,1205,980
162,24,0.6899,1685,418,1832,805
163,1,0.6845,133,458,219,715
163,2,0.7275,236,459,332,713
163,7,0.8307,322,443,411,713
163,15,0.5078,535,319,759,932
163,16,0.7024,1415,383,1548,787
163,6,0.632,1225,315,1413,930
163,9,0.6361,994,255,1204,982
163,24,0.7203,1685,415,1822,803
163,25,0.7216,903,456,1002,764
164,1,0.674,132,458,219,713
164,2,0.7285,237,459,332,713
164,7,0.8182,323,442,411,712
164,15,0.4984,529,324,757,926
164,16,0.7042,1412,384,1547,786
164,6,0.6245,1230,313,1423,930
164,9,0.6348,1008,253,1203,983
164,24,0.719,1680,417,1817,804
164,25,0.7163,897,455,1007,768
165,1,0.6484,130,457,218,711
165,2,0.7223,245,459,332,712
165,7,0.819,322,441,411,713
165,15,0.5013,522,324,753,922
165,16,0.7065,1413,386,1545,786
165,6,0.6213,1246,309,1436,932
165,9,0.6445,1019,252,1207,982
165,24,0.7191,1682,425,1815,805
165,25,0.7207,895,455,1007,771
166,1,0.6497,130,456,220,711
166,2,0.7173,248,460,332,712
166,7,0.8009,323,441,412,713
166,15,0.5076,514,322,749,919
166,16,0.7074,1420,388,1543,786
166,6,0.6258,1239,308,1455,940
166,9,0.6579,1026,252,1210,981
166,24,0.716,1675,428,1815,804
166,25,0.7148,894,453,1011,772
167,1,0.6597,129,456,221,709
167,2,0.7177,248,460,332,712
167,7,0.8107,323,441,411,713
167,15,0.5301,508,327,745,913
167,16,0.7118,1433,390,1541,788
167,6,0.635,1249,306,1496,945
167,9,0.656,1036,253,1226,980
167,24,0.7233,1672,432,1804,803
167,25,0.7231,894,451,1016,772
168,1,0.6729,129,455,222,707
168,2,0.7162,250,460,331,707
168,7,0.8114,322,441,411,712
168,15,0.5337,500,327,743,910
168,6,0.6316,1253,307,1532,947
168,9,0.6384,1034,246,1242,984
168,24,0.7362,1670,435,1822,804
168,25,0.7366,898,451,1020,771
169,1,0.679,125,454,220,707
169,2,0.696,251,460,330,704
169,7,0.8269,322,444,411,711
169,15,0.5254,496,335,740,902
169,6,0.6195,1264,312,1553,949
169,9,0.6261,1043,246,1262,999
169,24,0.7251,1657,438,1822,805
169,25,0.7268,907,450,1025,770
169,16,0.7005,1447,412,1536,785
170,1,0.6731,126,454,218,707
170,2,0.6878,248,461,329,702
170,7,0.8189,322,445,411,711
170,15,0.551,493,353,739,898
170,6,0.6,1270,315,1570,952
170,9,0.6357,1048,244,1284,1010
170,24,0.7267,1655,440,1818,803
170,25,0.6934,899,449,1023,773
171,1,0.6641,124,454,219,709
171,2,0.6833,242,461,328,700
171,7,0.8198,321,445,410,711
171,15,0.5302,488,346,738,896
171,6,0.6096,1283,310,1571,957
171,9,0.6528,1054,244,1302,1007
171,24,0.7255,1653,439,1812,801
171,25,0.6937,900,447,1018,774
172,1,0.6713,124,454,218,708
172,2,0.6843,238,461,327,700
172,7,0.8199,320,445,410,712
172,15,0.5361,482,361,736,896
172,6,0.6198,1286,308,1570,962
172,9,0.6618,1060,242,1315,1014
172,24,0.7216,1653,436,1807,797
172,25,0.6904,904,445,1014,775
173,1,0.6928,125,454,219,708
173,2,0.7227,233,466,326,703
173,7,0.8229,320,448,410,714
173,15,0.5323,481,372,735,895
173,6,0.5899,1292,306,1568,970
173,9,0.6539,1081,245,1328,1022
173,24,0.7169,1656,434,1809,790
173,25,0.6974,900,443,1014,777
174,1,0.6876,125,455,214,708
174,2,0.6883,236,467,325,704
174,7,0.8166,320,450,408,712
174,15,0.543,479,336,734,897
174,6,0.6077,1297,306,1568,971
174,9,0.6438,1088,245,1346,1027
174,24,0.7152,1654,432,1800,792
174,25,0.6989,904,446,1016,778
175,1,0.687,124,456,212,708
175,2,0.7009,240,467,325,706
175,7,0.827,319,450,408,711
175,15,0.5466,480,370,732,896
175,6,0.5932,1304,304,1568,973
175,9,0.6506,1092,238,1354,1041
175,24,0.6913,1643,431,1795,790
175,25,0.7107,904,445,1016,778
176,1,0.6516,125,457,212,709
176,2,0.6781,241,466,325,706
176,7,0.818,320,450,408,710
176,15,0.5393,481,378,731,893
176,6,0.5985,1323,301,1572,974
176,9,0.6458,1099,236,1360,1048
176,24,0.6811,1638,430,1788,791
176,25,0.7204,907,446,1018,780
177,1,0.6664,131,459,212,703
177,2,0.7052,243,463,327,703
177,7,0.8252,319,449,408,710
177,15,0.5247,484,335,731,897
177,6,0.597,1345,300,1583,973
177,9,0.6496,1113,234,1362,1055
177,24,0.6854,1635,430,1784,786
177,25,0.7163,906,445,1026,781
177,26,0.5216,1018,401,1127,755
177,27,0.6841,741,366,877,822
178,1,0.6682,134,460,210,707
178,2,0.6773,241,465,323,703
178,7,0.8233,317,450,407,710
178,15,0.513,484,330,730,897
178,6,0.633,1363,293,1599,973
178,9,0.6603,1122,227,1361,1057
178,24,0.6979,1635,427,1781,788
178,25,0.7172,905,443,1031,782
178,26,0.5507,1013,402,1130,755
178,27,0.6638,748,370,889,825
179,1,0.6708,134,461,208,709
179,2,0.6821,238,465,320,702
179,7,0.8319,316,448,407,710
179,15,0.51,485,334,728,896
179,6,0.6416,1395,291,1618,971
179,9,0.6477,1137,226,1364,1055
179,24,0.7062,1633,429,1783,790
179,25,0.7346,909,441,1033,783
179,26,0.5351,1011,410,1125,754
179,27,0.662,751,371,891,830
180,1,0.6611,134,461,210,709
180,2,0.7178,236,464,320,703
180,7,0.7999,317,449,407,706
180,15,0.493,485,339,728,894
180,6,0.6383,1423,290,1625,972
180,9,0.6275,1148,215,1383,1056
180,24,0.6905,1630,429,1785,790
180,25,0.748,911,444,1032,786
180,26,0.5552,1008,410,1123,753
180,27,0.6626,757,369,895,828
181,1,0.6701,134,460,220,709
181,2,0.7298,236,463,319,704
181,7,0.7946,317,446,406,704
181,15,0.4903,489,346,728,893
181,6,0.6485,1446,291,1636,976
181,9,0.6173,1158,210,1388,1055
181,24,0.6949,1629,432,1773,789
